focal,plants.i,plants.j,seeds.i,seeds.j,time,biomass,fecundity,sim
j,3,13,NA,NA,10,204.8718,625,1
j,3,13,NA,NA,10,204.8718,672,1
j,3,13,NA,NA,10,204.8718,654,1
i,16,6,NA,NA,1,88.43294,68,1
i,16,6,NA,NA,1,88.43294,66,1
i,16,6,NA,NA,1,88.43294,72,1
i,16,6,NA,NA,1,88.43294,79,1
i,16,6,NA,NA,1,88.43294,74,1
i,16,6,NA,NA,1,88.43294,65,1
i,16,6,NA,NA,1,88.43294,83,1
i,16,6,NA,NA,1,88.43294,73,1
i,16,6,NA,NA,1,88.43294,86,1
i,16,6,NA,NA,1,88.43294,70,1
i,4,3,NA,NA,2,87.75744,306,1
i,4,3,NA,NA,2,87.75744,311,1
i,4,3,NA,NA,2,87.75744,309,1
i,4,3,NA,NA,2,87.75744,348,1
i,4,3,NA,NA,2,87.75744,364,1
i,4,3,NA,NA,2,87.75744,336,1
i,4,3,NA,NA,2,87.75744,294,1
i,4,3,NA,NA,2,87.75744,324,1
i,4,3,NA,NA,2,87.75744,323,1
i,4,3,NA,NA,2,87.75744,366,1
i,7,9,NA,NA,3,87.75642,229,1
i,7,9,NA,NA,3,87.75642,207,1
i,7,9,NA,NA,3,87.75642,218,1
i,7,9,NA,NA,3,87.75642,227,1
i,7,9,NA,NA,3,87.75642,238,1
i,7,9,NA,NA,3,87.75642,241,1
i,7,9,NA,NA,3,87.75642,231,1
i,7,9,NA,NA,3,87.75642,214,1
i,7,9,NA,NA,3,87.75642,224,1
i,7,9,NA,NA,3,87.75642,262,1
i,4,8,NA,NA,4,87.75668,477,1
i,4,8,NA,NA,4,87.75668,484,1
i,4,8,NA,NA,4,87.75668,485,1
i,4,8,NA,NA,4,87.75668,476,1
i,4,8,NA,NA,4,87.75668,485,1
i,4,8,NA,NA,4,87.75668,483,1
i,4,8,NA,NA,4,87.75668,497,1
i,4,8,NA,NA,4,87.75668,477,1
i,4,8,NA,NA,4,87.75668,457,1
i,4,8,NA,NA,4,87.75668,487,1
i,0,1,NA,NA,5,0,NA,1
i,0,1,NA,NA,5,0,NA,1
i,0,1,NA,NA,5,0,NA,1
i,0,1,NA,NA,5,0,NA,1
i,0,1,NA,NA,5,0,NA,1
i,0,1,NA,NA,5,0,NA,1
i,0,1,NA,NA,5,0,NA,1
i,0,1,NA,NA,5,0,NA,1
i,0,1,NA,NA,5,0,NA,1
i,0,1,NA,NA,5,0,NA,1
i,5,15,NA,NA,6,87.75646,522,1
i,5,15,NA,NA,6,87.75646,599,1
i,5,15,NA,NA,6,87.75646,603,1
i,5,15,NA,NA,6,87.75646,577,1
i,5,15,NA,NA,6,87.75646,529,1
i,5,15,NA,NA,6,87.75646,548,1
i,5,15,NA,NA,6,87.75646,593,1
i,5,15,NA,NA,6,87.75646,603,1
i,5,15,NA,NA,6,87.75646,559,1
i,5,15,NA,NA,6,87.75646,615,1
i,5,3,NA,NA,7,87.75662,691,1
i,5,3,NA,NA,7,87.75662,721,1
i,5,3,NA,NA,7,87.75662,725,1
i,5,3,NA,NA,7,87.75662,765,1
i,5,3,NA,NA,7,87.75662,713,1
i,5,3,NA,NA,7,87.75662,724,1
i,5,3,NA,NA,7,87.75662,713,1
i,5,3,NA,NA,7,87.75662,698,1
i,5,3,NA,NA,7,87.75662,694,1
i,5,3,NA,NA,7,87.75662,715,1
i,11,3,NA,NA,8,87.75561,378,1
i,11,3,NA,NA,8,87.75561,393,1
i,11,3,NA,NA,8,87.75561,330,1
i,11,3,NA,NA,8,87.75561,385,1
i,11,3,NA,NA,8,87.75561,385,1
i,11,3,NA,NA,8,87.75561,415,1
i,11,3,NA,NA,8,87.75561,397,1
i,11,3,NA,NA,8,87.75561,388,1
i,11,3,NA,NA,8,87.75561,416,1
i,11,3,NA,NA,8,87.75561,410,1
i,5,3,NA,NA,9,87.75514,1038,1
i,5,3,NA,NA,9,87.75514,1098,1
i,5,3,NA,NA,9,87.75514,1098,1
i,5,3,NA,NA,9,87.75514,1033,1
i,5,3,NA,NA,9,87.75514,1013,1
i,5,3,NA,NA,9,87.75514,1007,1
i,5,3,NA,NA,9,87.75514,1069,1
i,5,3,NA,NA,9,87.75514,1053,1
i,5,3,NA,NA,9,87.75514,1094,1
i,5,3,NA,NA,9,87.75514,1044,1
i,15,5,NA,NA,10,87.75546,384,1
i,15,5,NA,NA,10,87.75546,402,1
i,15,5,NA,NA,10,87.75546,427,1
i,15,5,NA,NA,10,87.75546,419,1
i,15,5,NA,NA,10,87.75546,419,1
i,15,5,NA,NA,10,87.75546,474,1
i,15,5,NA,NA,10,87.75546,425,1
i,15,5,NA,NA,10,87.75546,400,1
i,15,5,NA,NA,10,87.75546,448,1
i,15,5,NA,NA,10,87.75546,438,1
j,6,16,NA,NA,1,204.6354,313,1
j,6,16,NA,NA,1,204.6354,324,1
j,6,16,NA,NA,1,204.6354,312,1
j,6,16,NA,NA,1,204.6354,324,1
j,6,16,NA,NA,1,204.6354,328,1
j,6,16,NA,NA,1,204.6354,340,1
j,6,16,NA,NA,1,204.6354,337,1
j,6,16,NA,NA,1,204.6354,293,1
j,6,16,NA,NA,1,204.6354,331,1
j,6,16,NA,NA,1,204.6354,306,1
j,0,5,NA,NA,2,248.7499,1374,1
j,0,5,NA,NA,2,248.7499,1391,1
j,0,5,NA,NA,2,248.7499,1384,1
j,0,5,NA,NA,2,248.7499,1338,1
j,0,5,NA,NA,2,248.7499,1382,1
j,0,5,NA,NA,2,248.7499,1377,1
j,0,5,NA,NA,2,248.7499,1388,1
j,0,5,NA,NA,2,248.7499,1307,1
j,0,5,NA,NA,2,248.7499,1392,1
j,0,5,NA,NA,2,248.7499,1380,1
j,7,6,NA,NA,3,204.8717,993,1
j,7,6,NA,NA,3,204.8717,998,1
j,7,6,NA,NA,3,204.8717,959,1
j,7,6,NA,NA,3,204.8717,974,1
j,7,6,NA,NA,3,204.8717,983,1
j,7,6,NA,NA,3,204.8717,1020,1
j,7,6,NA,NA,3,204.8717,963,1
j,7,6,NA,NA,3,204.8717,979,1
j,7,6,NA,NA,3,204.8717,966,1
j,7,6,NA,NA,3,204.8717,1027,1
j,1,4,NA,NA,4,204.877,1533,1
j,1,4,NA,NA,4,204.877,1592,1
j,1,4,NA,NA,4,204.877,1593,1
j,1,4,NA,NA,4,204.877,1595,1
j,1,4,NA,NA,4,204.877,1550,1
j,1,4,NA,NA,4,204.877,1570,1
j,1,4,NA,NA,4,204.877,1597,1
j,1,4,NA,NA,4,204.877,1531,1
j,1,4,NA,NA,4,204.877,1514,1
j,1,4,NA,NA,4,204.877,1631,1
j,2,2,NA,NA,5,204.8778,3233,1
j,2,2,NA,NA,5,204.8778,3236,1
j,2,2,NA,NA,5,204.8778,3320,1
j,2,2,NA,NA,5,204.8778,3284,1
j,2,2,NA,NA,5,204.8778,3389,1
j,2,2,NA,NA,5,204.8778,3254,1
j,2,2,NA,NA,5,204.8778,3301,1
j,2,2,NA,NA,5,204.8778,3289,1
j,2,2,NA,NA,5,204.8778,3252,1
j,2,2,NA,NA,5,204.8778,3297,1
j,5,4,NA,NA,6,204.8742,1704,1
j,5,4,NA,NA,6,204.8742,1735,1
j,5,4,NA,NA,6,204.8742,1802,1
j,5,4,NA,NA,6,204.8742,1758,1
j,5,4,NA,NA,6,204.8742,1714,1
j,5,4,NA,NA,6,204.8742,1778,1
j,5,4,NA,NA,6,204.8742,1696,1
j,5,4,NA,NA,6,204.8742,1673,1
j,5,4,NA,NA,6,204.8742,1681,1
j,5,4,NA,NA,6,204.8742,1722,1
j,2,8,NA,NA,7,204.8721,914,1
j,2,8,NA,NA,7,204.8721,920,1
j,2,8,NA,NA,7,204.8721,878,1
j,2,8,NA,NA,7,204.8721,923,1
j,2,8,NA,NA,7,204.8721,883,1
j,2,8,NA,NA,7,204.8721,910,1
j,2,8,NA,NA,7,204.8721,929,1
j,2,8,NA,NA,7,204.8721,918,1
j,2,8,NA,NA,7,204.8721,924,1
j,2,8,NA,NA,7,204.8721,866,1
j,4,14,NA,NA,8,204.8724,523,1
j,4,14,NA,NA,8,204.8724,534,1
j,4,14,NA,NA,8,204.8724,527,1
j,4,14,NA,NA,8,204.8724,543,1
j,4,14,NA,NA,8,204.8724,536,1
j,4,14,NA,NA,8,204.8724,532,1
j,4,14,NA,NA,8,204.8724,562,1
j,4,14,NA,NA,8,204.8724,562,1
j,4,14,NA,NA,8,204.8724,527,1
j,4,14,NA,NA,8,204.8724,530,1
j,4,9,NA,NA,9,204.8717,932,1
j,4,9,NA,NA,9,204.8717,891,1
j,4,9,NA,NA,9,204.8717,866,1
j,4,9,NA,NA,9,204.8717,850,1
j,4,9,NA,NA,9,204.8717,948,1
j,4,9,NA,NA,9,204.8717,908,1
j,4,9,NA,NA,9,204.8717,862,1
j,4,9,NA,NA,9,204.8717,933,1
j,4,9,NA,NA,9,204.8717,872,1
j,4,9,NA,NA,9,204.8717,931,1
j,1,10,NA,NA,10,204.8718,785,1
j,1,10,NA,NA,10,204.8718,879,1
j,1,10,NA,NA,10,204.8718,867,1
j,1,10,NA,NA,10,204.8718,830,1
j,1,10,NA,NA,10,204.8718,846,1
j,1,10,NA,NA,10,204.8718,845,1
j,1,10,NA,NA,10,204.8718,840,1
j,1,10,NA,NA,10,204.8718,789,1
j,1,10,NA,NA,10,204.8718,854,1
j,1,10,NA,NA,10,204.8718,827,1
i,1,2,NA,NA,1,85.74243,1039,1
i,1,2,NA,NA,1,85.74243,1033,1
i,1,2,NA,NA,1,85.74243,1042,1
i,1,2,NA,NA,1,85.74243,1042,1
i,1,2,NA,NA,1,85.74243,1024,1
i,1,2,NA,NA,1,85.74243,1054,1
i,1,2,NA,NA,1,85.74243,992,1
i,1,2,NA,NA,1,85.74243,1070,1
i,1,2,NA,NA,1,85.74243,1063,1
i,1,2,NA,NA,1,85.74243,1039,1
i,3,9,NA,NA,2,87.75611,446,1
i,3,9,NA,NA,2,87.75611,468,1
i,3,9,NA,NA,2,87.75611,457,1
i,3,9,NA,NA,2,87.75611,462,1
i,3,9,NA,NA,2,87.75611,429,1
i,3,9,NA,NA,2,87.75611,417,1
i,3,9,NA,NA,2,87.75611,433,1
i,3,9,NA,NA,2,87.75611,391,1
i,3,9,NA,NA,2,87.75611,430,1
i,3,9,NA,NA,2,87.75611,444,1
i,10,5,NA,NA,3,87.75642,167,1
i,10,5,NA,NA,3,87.75642,161,1
i,10,5,NA,NA,3,87.75642,152,1
i,10,5,NA,NA,3,87.75642,186,1
i,10,5,NA,NA,3,87.75642,150,1
i,10,5,NA,NA,3,87.75642,166,1
i,10,5,NA,NA,3,87.75642,166,1
i,10,5,NA,NA,3,87.75642,175,1
i,10,5,NA,NA,3,87.75642,146,1
i,10,5,NA,NA,3,87.75642,156,1
i,4,3,NA,NA,4,87.75642,479,1
i,4,3,NA,NA,4,87.75642,452,1
i,4,3,NA,NA,4,87.75642,467,1
i,4,3,NA,NA,4,87.75642,530,1
i,4,3,NA,NA,4,87.75642,540,1
i,4,3,NA,NA,4,87.75642,437,1
i,4,3,NA,NA,4,87.75642,483,1
i,4,3,NA,NA,4,87.75642,478,1
i,4,3,NA,NA,4,87.75642,519,1
i,4,3,NA,NA,4,87.75642,453,1
i,7,7,NA,NA,5,87.75652,350,1
i,7,7,NA,NA,5,87.75652,343,1
i,7,7,NA,NA,5,87.75652,343,1
i,7,7,NA,NA,5,87.75652,329,1
i,7,7,NA,NA,5,87.75652,364,1
i,7,7,NA,NA,5,87.75652,335,1
i,7,7,NA,NA,5,87.75652,342,1
i,7,7,NA,NA,5,87.75652,367,1
i,7,7,NA,NA,5,87.75652,334,1
i,7,7,NA,NA,5,87.75652,343,1
i,6,3,NA,NA,6,87.75597,484,1
i,6,3,NA,NA,6,87.75597,497,1
i,6,3,NA,NA,6,87.75597,494,1
i,6,3,NA,NA,6,87.75597,470,1
i,6,3,NA,NA,6,87.75597,475,1
i,6,3,NA,NA,6,87.75597,484,1
i,6,3,NA,NA,6,87.75597,479,1
i,6,3,NA,NA,6,87.75597,481,1
i,6,3,NA,NA,6,87.75597,473,1
i,6,3,NA,NA,6,87.75597,484,1
i,9,11,NA,NA,7,87.75648,386,1
i,9,11,NA,NA,7,87.75648,405,1
i,9,11,NA,NA,7,87.75648,389,1
i,9,11,NA,NA,7,87.75648,387,1
i,9,11,NA,NA,7,87.75648,442,1
i,9,11,NA,NA,7,87.75648,366,1
i,9,11,NA,NA,7,87.75648,399,1
i,9,11,NA,NA,7,87.75648,403,1
i,9,11,NA,NA,7,87.75648,380,1
i,9,11,NA,NA,7,87.75648,392,1
i,2,0,NA,NA,8,98.00178,2496,1
i,2,0,NA,NA,8,98.00178,2404,1
i,2,0,NA,NA,8,98.00178,2478,1
i,2,0,NA,NA,8,98.00178,2538,1
i,2,0,NA,NA,8,98.00178,2491,1
i,2,0,NA,NA,8,98.00178,2384,1
i,2,0,NA,NA,8,98.00178,2430,1
i,2,0,NA,NA,8,98.00178,2509,1
i,2,0,NA,NA,8,98.00178,2372,1
i,2,0,NA,NA,8,98.00178,2362,1
i,6,2,NA,NA,9,87.75654,882,1
i,6,2,NA,NA,9,87.75654,857,1
i,6,2,NA,NA,9,87.75654,922,1
i,6,2,NA,NA,9,87.75654,927,1
i,6,2,NA,NA,9,87.75654,890,1
i,6,2,NA,NA,9,87.75654,861,1
i,6,2,NA,NA,9,87.75654,859,1
i,6,2,NA,NA,9,87.75654,867,1
i,6,2,NA,NA,9,87.75654,905,1
i,6,2,NA,NA,9,87.75654,935,1
i,5,1,NA,NA,10,87.75642,1261,1
i,5,1,NA,NA,10,87.75642,1259,1
i,5,1,NA,NA,10,87.75642,1307,1
i,5,1,NA,NA,10,87.75642,1319,1
i,5,1,NA,NA,10,87.75642,1299,1
i,5,1,NA,NA,10,87.75642,1292,1
i,5,1,NA,NA,10,87.75642,1291,1
i,5,1,NA,NA,10,87.75642,1374,1
i,5,1,NA,NA,10,87.75642,1372,1
i,5,1,NA,NA,10,87.75642,1302,1
j,1,3,NA,NA,1,203.3109,1776,1
j,1,3,NA,NA,1,203.3109,1754,1
j,1,3,NA,NA,1,203.3109,1843,1
j,1,3,NA,NA,1,203.3109,1798,1
j,1,3,NA,NA,1,203.3109,1828,1
j,1,3,NA,NA,1,203.3109,1779,1
j,1,3,NA,NA,1,203.3109,1802,1
j,1,3,NA,NA,1,203.3109,1831,1
j,1,3,NA,NA,1,203.3109,1934,1
j,1,3,NA,NA,1,203.3109,1778,1
j,10,6,NA,NA,2,204.8689,929,1
j,10,6,NA,NA,2,204.8689,930,1
j,10,6,NA,NA,2,204.8689,953,1
j,10,6,NA,NA,2,204.8689,919,1
j,10,6,NA,NA,2,204.8689,913,1
j,10,6,NA,NA,2,204.8689,945,1
j,10,6,NA,NA,2,204.8689,911,1
j,10,6,NA,NA,2,204.8689,915,1
j,10,6,NA,NA,2,204.8689,903,1
j,10,6,NA,NA,2,204.8689,961,1
j,10,0,NA,NA,3,0,NA,1
j,10,0,NA,NA,3,0,NA,1
j,10,0,NA,NA,3,0,NA,1
j,10,0,NA,NA,3,0,NA,1
j,10,0,NA,NA,3,0,NA,1
j,10,0,NA,NA,3,0,NA,1
j,10,0,NA,NA,3,0,NA,1
j,10,0,NA,NA,3,0,NA,1
j,10,0,NA,NA,3,0,NA,1
j,10,0,NA,NA,3,0,NA,1
j,8,8,NA,NA,4,204.8725,767,1
j,8,8,NA,NA,4,204.8725,730,1
j,8,8,NA,NA,4,204.8725,787,1
j,8,8,NA,NA,4,204.8725,781,1
j,8,8,NA,NA,4,204.8725,773,1
j,8,8,NA,NA,4,204.8725,762,1
j,8,8,NA,NA,4,204.8725,744,1
j,8,8,NA,NA,4,204.8725,808,1
j,8,8,NA,NA,4,204.8725,757,1
j,8,8,NA,NA,4,204.8725,780,1
j,12,2,NA,NA,5,204.8718,3211,1
j,12,2,NA,NA,5,204.8718,3239,1
j,12,2,NA,NA,5,204.8718,3352,1
j,12,2,NA,NA,5,204.8718,3240,1
j,12,2,NA,NA,5,204.8718,3168,1
j,12,2,NA,NA,5,204.8718,3255,1
j,12,2,NA,NA,5,204.8718,3246,1
j,12,2,NA,NA,5,204.8718,3254,1
j,12,2,NA,NA,5,204.8718,3388,1
j,12,2,NA,NA,5,204.8718,3346,1
j,7,1,NA,NA,6,204.87,6925,1
j,7,1,NA,NA,6,204.87,6859,1
j,7,1,NA,NA,6,204.87,6910,1
j,7,1,NA,NA,6,204.87,6888,1
j,7,1,NA,NA,6,204.87,6867,1
j,7,1,NA,NA,6,204.87,6844,1
j,7,1,NA,NA,6,204.87,7016,1
j,7,1,NA,NA,6,204.87,6821,1
j,7,1,NA,NA,6,204.87,6992,1
j,7,1,NA,NA,6,204.87,6878,1
j,2,11,NA,NA,7,204.8718,619,1
j,2,11,NA,NA,7,204.8718,665,1
j,2,11,NA,NA,7,204.8718,654,1
j,2,11,NA,NA,7,204.8718,629,1
j,2,11,NA,NA,7,204.8718,643,1
j,2,11,NA,NA,7,204.8718,639,1
j,2,11,NA,NA,7,204.8718,712,1
j,2,11,NA,NA,7,204.8718,642,1
j,2,11,NA,NA,7,204.8718,627,1
j,2,11,NA,NA,7,204.8718,700,1
j,1,1,NA,NA,8,204.8756,7690,1
j,1,1,NA,NA,8,204.8756,7697,1
j,1,1,NA,NA,8,204.8756,7665,1
j,1,1,NA,NA,8,204.8756,7561,1
j,1,1,NA,NA,8,204.8756,7627,1
j,1,1,NA,NA,8,204.8756,7550,1
j,1,1,NA,NA,8,204.8756,7616,1
j,1,1,NA,NA,8,204.8756,7537,1
j,1,1,NA,NA,8,204.8756,7733,1
j,1,1,NA,NA,8,204.8756,7662,1
j,2,6,NA,NA,9,204.8718,1379,1
j,2,6,NA,NA,9,204.8718,1335,1
j,2,6,NA,NA,9,204.8718,1341,1
j,2,6,NA,NA,9,204.8718,1280,1
j,2,6,NA,NA,9,204.8718,1294,1
j,2,6,NA,NA,9,204.8718,1376,1
j,2,6,NA,NA,9,204.8718,1363,1
j,2,6,NA,NA,9,204.8718,1290,1
j,2,6,NA,NA,9,204.8718,1315,1
j,2,6,NA,NA,9,204.8718,1261,1
j,2,2,NA,NA,10,204.8751,4206,1
j,2,2,NA,NA,10,204.8751,4195,1
j,2,2,NA,NA,10,204.8751,4228,1
j,2,2,NA,NA,10,204.8751,4276,1
j,2,2,NA,NA,10,204.8751,4216,1
j,2,2,NA,NA,10,204.8751,4346,1
j,2,2,NA,NA,10,204.8751,4199,1
j,2,2,NA,NA,10,204.8751,4228,1
j,2,2,NA,NA,10,204.8751,4270,1
j,2,2,NA,NA,10,204.8751,4322,1
i,0,9,NA,NA,1,0,NA,2
i,0,9,NA,NA,1,0,NA,2
i,0,9,NA,NA,1,0,NA,2
i,0,9,NA,NA,1,0,NA,2
i,0,9,NA,NA,1,0,NA,2
i,0,9,NA,NA,1,0,NA,2
i,0,9,NA,NA,1,0,NA,2
i,0,9,NA,NA,1,0,NA,2
i,0,9,NA,NA,1,0,NA,2
i,0,9,NA,NA,1,0,NA,2
i,5,5,NA,NA,2,87.75695,266,2
i,5,5,NA,NA,2,87.75695,245,2
i,5,5,NA,NA,2,87.75695,277,2
i,5,5,NA,NA,2,87.75695,255,2
i,5,5,NA,NA,2,87.75695,268,2
i,5,5,NA,NA,2,87.75695,259,2
i,5,5,NA,NA,2,87.75695,267,2
i,5,5,NA,NA,2,87.75695,258,2
i,5,5,NA,NA,2,87.75695,278,2
i,5,5,NA,NA,2,87.75695,253,2
i,12,2,NA,NA,3,87.75641,120,2
i,12,2,NA,NA,3,87.75641,134,2
i,12,2,NA,NA,3,87.75641,138,2
i,12,2,NA,NA,3,87.75641,147,2
i,12,2,NA,NA,3,87.75641,117,2
i,12,2,NA,NA,3,87.75641,146,2
i,12,2,NA,NA,3,87.75641,133,2
i,12,2,NA,NA,3,87.75641,123,2
i,12,2,NA,NA,3,87.75641,124,2
i,12,2,NA,NA,3,87.75641,134,2
i,2,0,NA,NA,4,97.99999,1064,2
i,2,0,NA,NA,4,97.99999,1087,2
i,2,0,NA,NA,4,97.99999,1122,2
i,2,0,NA,NA,4,97.99999,1157,2
i,2,0,NA,NA,4,97.99999,1101,2
i,2,0,NA,NA,4,97.99999,1017,2
i,2,0,NA,NA,4,97.99999,1070,2
i,2,0,NA,NA,4,97.99999,1112,2
i,2,0,NA,NA,4,97.99999,1085,2
i,2,0,NA,NA,4,97.99999,1071,2
i,4,0,NA,NA,5,97.99999,687,2
i,4,0,NA,NA,5,97.99999,615,2
i,4,0,NA,NA,5,97.99999,663,2
i,4,0,NA,NA,5,97.99999,685,2
i,4,0,NA,NA,5,97.99999,665,2
i,4,0,NA,NA,5,97.99999,665,2
i,4,0,NA,NA,5,97.99999,700,2
i,4,0,NA,NA,5,97.99999,673,2
i,4,0,NA,NA,5,97.99999,735,2
i,4,0,NA,NA,5,97.99999,645,2
i,5,14,NA,NA,6,87.75645,571,2
i,5,14,NA,NA,6,87.75645,586,2
i,5,14,NA,NA,6,87.75645,565,2
i,5,14,NA,NA,6,87.75645,575,2
i,5,14,NA,NA,6,87.75645,594,2
i,5,14,NA,NA,6,87.75645,551,2
i,5,14,NA,NA,6,87.75645,575,2
i,5,14,NA,NA,6,87.75645,583,2
i,5,14,NA,NA,6,87.75645,611,2
i,5,14,NA,NA,6,87.75645,543,2
i,8,9,NA,NA,7,87.75847,438,2
i,8,9,NA,NA,7,87.75847,455,2
i,8,9,NA,NA,7,87.75847,470,2
i,8,9,NA,NA,7,87.75847,480,2
i,8,9,NA,NA,7,87.75847,422,2
i,8,9,NA,NA,7,87.75847,455,2
i,8,9,NA,NA,7,87.75847,444,2
i,8,9,NA,NA,7,87.75847,387,2
i,8,9,NA,NA,7,87.75847,481,2
i,8,9,NA,NA,7,87.75847,402,2
i,3,14,NA,NA,8,87.75638,1458,2
i,3,14,NA,NA,8,87.75638,1509,2
i,3,14,NA,NA,8,87.75638,1447,2
i,3,14,NA,NA,8,87.75638,1488,2
i,3,14,NA,NA,8,87.75638,1433,2
i,3,14,NA,NA,8,87.75638,1499,2
i,3,14,NA,NA,8,87.75638,1365,2
i,3,14,NA,NA,8,87.75638,1497,2
i,3,14,NA,NA,8,87.75638,1424,2
i,3,14,NA,NA,8,87.75638,1401,2
i,14,2,NA,NA,9,87.75641,402,2
i,14,2,NA,NA,9,87.75641,379,2
i,14,2,NA,NA,9,87.75641,404,2
i,14,2,NA,NA,9,87.75641,377,2
i,14,2,NA,NA,9,87.75641,357,2
i,14,2,NA,NA,9,87.75641,380,2
i,14,2,NA,NA,9,87.75641,374,2
i,14,2,NA,NA,9,87.75641,390,2
i,14,2,NA,NA,9,87.75641,376,2
i,14,2,NA,NA,9,87.75641,338,2
i,3,2,NA,NA,10,87.75689,2127,2
i,3,2,NA,NA,10,87.75689,2146,2
i,3,2,NA,NA,10,87.75689,2126,2
i,3,2,NA,NA,10,87.75689,2073,2
i,3,2,NA,NA,10,87.75689,2177,2
i,3,2,NA,NA,10,87.75689,2141,2
i,3,2,NA,NA,10,87.75689,2204,2
i,3,2,NA,NA,10,87.75689,2219,2
i,3,2,NA,NA,10,87.75689,2129,2
i,3,2,NA,NA,10,87.75689,2181,2
j,6,1,NA,NA,1,179.4032,4687,2
j,6,1,NA,NA,1,179.4032,4579,2
j,6,1,NA,NA,1,179.4032,4663,2
j,6,1,NA,NA,1,179.4032,4798,2
j,6,1,NA,NA,1,179.4032,4723,2
j,6,1,NA,NA,1,179.4032,4721,2
j,6,1,NA,NA,1,179.4032,4701,2
j,6,1,NA,NA,1,179.4032,4806,2
j,6,1,NA,NA,1,179.4032,4674,2
j,6,1,NA,NA,1,179.4032,4740,2
j,9,3,NA,NA,2,204.8653,1899,2
j,9,3,NA,NA,2,204.8653,1909,2
j,9,3,NA,NA,2,204.8653,1928,2
j,9,3,NA,NA,2,204.8653,1969,2
j,9,3,NA,NA,2,204.8653,1952,2
j,9,3,NA,NA,2,204.8653,1873,2
j,9,3,NA,NA,2,204.8653,1888,2
j,9,3,NA,NA,2,204.8653,1948,2
j,9,3,NA,NA,2,204.8653,1961,2
j,9,3,NA,NA,2,204.8653,1920,2
j,2,6,NA,NA,3,204.8718,991,2
j,2,6,NA,NA,3,204.8718,1038,2
j,2,6,NA,NA,3,204.8718,1005,2
j,2,6,NA,NA,3,204.8718,997,2
j,2,6,NA,NA,3,204.8718,1003,2
j,2,6,NA,NA,3,204.8718,951,2
j,2,6,NA,NA,3,204.8718,993,2
j,2,6,NA,NA,3,204.8718,1005,2
j,2,6,NA,NA,3,204.8718,943,2
j,2,6,NA,NA,3,204.8718,1022,2
j,1,11,NA,NA,4,204.8713,588,2
j,1,11,NA,NA,4,204.8713,577,2
j,1,11,NA,NA,4,204.8713,603,2
j,1,11,NA,NA,4,204.8713,584,2
j,1,11,NA,NA,4,204.8713,559,2
j,1,11,NA,NA,4,204.8713,563,2
j,1,11,NA,NA,4,204.8713,602,2
j,1,11,NA,NA,4,204.8713,546,2
j,1,11,NA,NA,4,204.8713,549,2
j,1,11,NA,NA,4,204.8713,571,2
j,13,7,NA,NA,5,204.8719,987,2
j,13,7,NA,NA,5,204.8719,983,2
j,13,7,NA,NA,5,204.8719,928,2
j,13,7,NA,NA,5,204.8719,1037,2
j,13,7,NA,NA,5,204.8719,923,2
j,13,7,NA,NA,5,204.8719,925,2
j,13,7,NA,NA,5,204.8719,924,2
j,13,7,NA,NA,5,204.8719,940,2
j,13,7,NA,NA,5,204.8719,934,2
j,13,7,NA,NA,5,204.8719,954,2
j,8,6,NA,NA,6,204.8723,1147,2
j,8,6,NA,NA,6,204.8723,1151,2
j,8,6,NA,NA,6,204.8723,1129,2
j,8,6,NA,NA,6,204.8723,1219,2
j,8,6,NA,NA,6,204.8723,1144,2
j,8,6,NA,NA,6,204.8723,1177,2
j,8,6,NA,NA,6,204.8723,1137,2
j,8,6,NA,NA,6,204.8723,1200,2
j,8,6,NA,NA,6,204.8723,1162,2
j,8,6,NA,NA,6,204.8723,1149,2
j,8,10,NA,NA,7,204.8721,684,2
j,8,10,NA,NA,7,204.8721,719,2
j,8,10,NA,NA,7,204.8721,764,2
j,8,10,NA,NA,7,204.8721,749,2
j,8,10,NA,NA,7,204.8721,731,2
j,8,10,NA,NA,7,204.8721,762,2
j,8,10,NA,NA,7,204.8721,759,2
j,8,10,NA,NA,7,204.8721,750,2
j,8,10,NA,NA,7,204.8721,723,2
j,8,10,NA,NA,7,204.8721,746,2
j,4,10,NA,NA,8,204.8715,736,2
j,4,10,NA,NA,8,204.8715,770,2
j,4,10,NA,NA,8,204.8715,789,2
j,4,10,NA,NA,8,204.8715,758,2
j,4,10,NA,NA,8,204.8715,745,2
j,4,10,NA,NA,8,204.8715,741,2
j,4,10,NA,NA,8,204.8715,746,2
j,4,10,NA,NA,8,204.8715,744,2
j,4,10,NA,NA,8,204.8715,762,2
j,4,10,NA,NA,8,204.8715,768,2
j,9,5,NA,NA,9,204.8719,1652,2
j,9,5,NA,NA,9,204.8719,1553,2
j,9,5,NA,NA,9,204.8719,1614,2
j,9,5,NA,NA,9,204.8719,1557,2
j,9,5,NA,NA,9,204.8719,1640,2
j,9,5,NA,NA,9,204.8719,1525,2
j,9,5,NA,NA,9,204.8719,1566,2
j,9,5,NA,NA,9,204.8719,1649,2
j,9,5,NA,NA,9,204.8719,1618,2
j,9,5,NA,NA,9,204.8719,1612,2
j,6,0,NA,NA,10,0,NA,2
j,6,0,NA,NA,10,0,NA,2
j,6,0,NA,NA,10,0,NA,2
j,6,0,NA,NA,10,0,NA,2
j,6,0,NA,NA,10,0,NA,2
j,6,0,NA,NA,10,0,NA,2
j,6,0,NA,NA,10,0,NA,2
j,6,0,NA,NA,10,0,NA,2
